English,Chinese
"Of communism -- of valuing the society and the state over the individual and squashing, inadvertently, creativity, individual self-expression and innovation. ",（笑聲） （掌聲） 過程係咁嘅， 
"And instead, what do we value? ",第一步：“女人話，我想有個得意嘅BB。” 
"Because it's shown the way we apply, generate and use knowledge is affected by our social and institutional context, which told us what in communism? ",第二部：我哋生咗個BB出來啦～ 
To be serious. ,但第三步又點咧？ 
"To be really, really serious. ",我要返工， 因為我想發展自己嘅事業，或者想飲杯咖啡。 
It did. ,我要將BB畀嫲嫲睇著。 
(Applause) Be serious. ,但記得嘛？ 嫲嫲已經畀嚴肅基因影響咗45年啦。 
I can't tell you how many times I've been scolded in the park for letting my kids play on the ground. ,所以發生乜事？ 
"Heaven forbid they play in the dirt, the kal, or even worse, lokvi, water -- that will kill them. ",佢將呢個病毒傳畀BB， 而咁要花好長好長時間——好似紅杉樹一樣， 將呢個嚴肅基因 從我哋思想入邊消除。 
I have been told by babas and dyados that we shouldn't let our kids play so much because life is serious and we need to train them for the seriousness of life. ,跟著咧？ 
We have a serious meme running through. ,我哋嘅教育體製抱殘守缺 100年先變得嗰啲咁多 重視死記硬揹， 生搬硬套，墨守陳規， 輕視自我表達，自我探索， 疑問，創造，同玩耍。 
It's a social gene running through us. ,呢個繫統坏咗。 
It's a serious gene. ,真實故事：我幫我嘅仔揾學校。 
"It's 45 years of it that's created what I call the ""baba factor."" ",去到呢間出名嘅細學校， 佢哋話學校一個星期上10堂數學 8堂科學 5堂閱讀，等等等等。 
(Laughter) (Applause) And here's how it works. ,跟著我哋問：“咁啲學生玩幾耐啊？” 
"Step one: woman says, ""I want to have a baby. Iskam baby."" ",佢哋話：“課程表入邊根本就沒呢樣嘢。” 
Step two: we get the baby. Woohoo! ,（笑聲） 跟著我哋話“佢先5歲咋。” 
But then what happens in step three? ,犯罪！犯罪！ 
I want to go back to work because I need to further my career or I just want to go have coffees. ,咁係犯罪 我哋嘅教育體繫太嚴肅了， 我哋剩係識創造沒腦嘅機械工人 去同螺母上螺絲。 
I'm going to give bebko to baba. ,但可惜嘅喺，而家嘅問題， 唔喺工業革命嗰時嘅問題。 
But we need to remember that baba's been infected by the serious meme for 45 years. ,我哋需要適應能力， 去學習創造同創新。 
So what happens? ,我哋唔需要機械人咁嘅工作者。 
"She passes that virus on to baby, and it takes a really, really, really long time -- as the redwood trees -- for that serious meme to get out of our operating system. ",現實喺，我哋嘅文化輕視玩。 
What happens then? ,我哋創造機械人咁嘅工人，仲當喺工具咁， 用完就丟。 
"It goes into education where we have an antiquated education system that has little changed for 100 years, that values rote learning, memorization and standardization, and devalues self-expression, self-exploration, questioning, creativity and play. ",保加利亞人工作嘅特點係乜？ 
It's a crap system. ,獨斷專橫—— 照我講嘅做，因為我係老闆。 
True story: I went looking for a school for my kid. ,我叻過你。 
We went to this prestigious little school and they say they're going to study math 10 times a week and science eight times a week and reading five times a day and all this stuff. ,唔信任——你擺明係個罪犯，所以我要裝攝像槍。 
"And we said, ""Well what about play and recess?"" ",（笑聲） 指手画脚—— 你擺明係個死蠢，所以我要整幾百萬個步驟畀你跟著 咁你就唔會做錯啦。 
"And they said, ""Ha. There won't be a single moment in the schedule."" ",佢哋仲好嚴格——唔畀用打電話， 唔畀用手提電腦，唔畀上網， 唔畀用聊天工具。 
"(Laughter) And we said, ""He's five."" ",太唔專業了， 
What a crime. What a crime. ,做足一日，沒啲成就感， 因為你畀人睇著，你畀人限製著，你沒價值 仲要無聊到死。 
"And it's a crime that our education system is so serious because education is serious that we're creating mindless, robotic workers to put bolts in pre-drilled holes. ",喺社會，教育，工作上， 我哋唔重視玩。 
"But I'm sorry, the problems of today are not the problems of the Industrial Revolution. ",呢個就係我哋包尾嘅原因， 因為我哋唔重視玩。 
"We need adaptability, the ability to learn how to be creative and innovative. ",你可能會話，“史帝夫喺度亂噏。咁沒譜嘅霖法都有嘎。 
We don't need mechanized workers. ,點可能喺因為玩咧。 
"But no, now our meme goes into work where we don't value play. ",因為玩好蠢。”喺咪？ 
"We create robotic workers that we treat like assets, to lever and just throw away. ",因為我哋有嚴肅基因。 
What are qualities of a Bulgarian work? ,我要話，唔係！ 
Autocratic -- do what I say because I'm the chef. ,我跟著落來就會證明畀你睇—— 玩係催化剂，係變革， 係用來令保加利亞變得更好嘅載體。 
I'm the boss and I know better than you. ,玩： 我哋嘅大腦， 係专为玩耍而设计嘅。 
"Untrusting -- you're obviously a criminal, so I'm going to install cameras. ",生物進化選擇咗佢， 超過千萬年， 仍然保留喺人類同動物身上。 
"(Laughter) Controlling -- you're obviously an idiot, so I'm going to make a zillion little processes for you to follow so you don't step out of the box. ",知道嘛？ 
"So they're restrictive -- don't use your mobile phone, don't use your laptop, don't search the Internet, don't be on I.M. ",進化非常有用， 佢淘汰棄對我哋有害嘅身體特徴。 選擇利于生物競爭嘅特性。 
That's somehow unprofessional and bad. ,自然好醒目，而佢選擇咗玩來幫助進化。 
"And at the end of the day, it's unfulfilling because you're controlled, you're restricted, you're not valued and you're not having any fun. ",以動物界為例， 螞蟻玩， 
"In social, in education and in our business, don't value play. ",不過你可能唔知， 
"And that's why we're last, because we don't value play. ",佢哋玩嘅時候， 學會咗社會秩序同事物規律。 
"And you can say, ""That's ridiculous, Steve. What a dumb idea. ",家鼠玩，不過你可能唔知， 家鼠玩得越多 佢哋嘅腦就越大 佢哋學嘢就會越快， 佢哋學技能更容易。 
It can't be because of play. ,貓仔玩，我哋都知道貓仔玩。 
"Just play, that's a stupid thing."" ",不過你可能唔知， 貓仔唔玩， 就沒辦法同其他貓交際。 
We have the serious meme in us. ,佢哋仲係可以抓老鼠，但會孤僻。 
Well I'm going to say no. ,熊亦玩。 
"And I will prove it to you in the next part of the speech -- that play is the catalyst, it is the revolution, that we can use to transform Bulgaria for the better. ",不過你可能唔知， 熊玩得越多，生存得越耐。 
Play: our brains are hardwired for play. ,唔係嗰只抓魚叻嘅， 
"Evolution has selected, over millions and billions of years, for play in animals and in humans. ",而係玩得多嗰只。 
And you know what? ,最后仲有一項有趣嘅研究， 表明玩同腦容積 嘅關繫 
"Evolution does a really, really good job of deselecting traits that aren't advantageous to us and selecting traits for competitive advantage. ",你玩得越多，大腦就會越發達。 
"Nature isn't stupid, and it selected for play. ",海豚，有好大嘅腦，玩得好多。 
"Throughout the animal kingdom, for example: ants. Ants play. ",你認為邊個有最大嘅腦？ 邊個最玩得嘅？ 
Maybe you didn't know that. ,梗喺你啦，人類！ 
"But when they're playing, they're learning the social order and dynamics of things. ",細路玩，我哋玩—— 每個國家，每個種族， 每种膚色，每個宗教。 
"Rats play, but what you might not have known is that rats that play more have bigger brains and they learn tasks better, skills. ",呢樣嘢喺普世共有嘅——我哋玩。 
Kittens play. We all know kittens play. ,唔單止喺細路玩，大人亦玩。 
But what you may not know is that kittens deprived of play are unable to interact socially. ,有型嘅講法：幼态延续—— 少年好玩嘅天性喺成年人内心嘅延续 
"They can still hunt, but they can't be social. ",邊個最童心未泯？ 
Bears play. ,人類。我哋玩運動。 
But what you may not know is that bears that play more survive longer. ,爲咗娛樂，參賽，或者當成職業。 
It's not the bears that learn how to fish better. ,我哋玩樂器。 
It's the ones that play more. ,我哋跳舞，我哋親吻，我哋唱歌， 我哋追逐打闹。 
"And a final really interesting study -- it's been shown, a correlation between play and brain size. ",我哋天生就識玩 由細到大。 
